order_id,customer_id,product_id,order_date,order_timestamp,quantity,unit_price,discount_amount,order_status,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_country,created_at,updated_at
ORD-00037,CUST-1054,PROD-128,2024-11-30,2024-11-30 18:30:18,2,475.26,0,SHIPPED,CREDIT_CARD,7272 Main St,Los Angeles,TX,66626,USA,2024-11-30 18:30:18,2024-11-30 18:30:18
ORD-00038,CUST-1047,PROD-137,2024-07-06,2024-07-06 20:25:23,2,552.04,0,COMPLETED,APPLE_PAY,1747 Oak St,Houston,FL,57301,USA,2024-07-06 20:25:23,2024-07-06 20:25:23
ORD-00039,CUST-1019,PROD-109,2024-02-07,2024-02-07 14:32:28,1,774.44,0,SHIPPED,PAYPAL,6584 Oak St,NYC,IL,69929,USA,2024-02-07 14:32:28,2024-02-07 14:32:28
ORD-00040,CUST-1051,PROD-133,2024-06-22,2024-06-22 16:23:48,11,2011.08,0,COMPLETED,DEBIT_CARD,4435 Main St,Dallas,FL,32782,USA,2024-06-22 16:23:48,2024-06-22 16:23:48
ORD-00041,CUST-1048,PROD-137,2024-06-02,2024-06-02 17:21:32,8,639.5,0,SHIPPED,GIFT_CARD,2168 Elm St,Austin,TX,85243,USA,2024-06-02 17:21:32,2024-06-02 17:21:32
ORD-00042,CUST-1017,PROD-138,2024-12-01,2024-12-01 20:49:37,4,828.38,0,PROCESSING,DEBIT_CARD,9589 Main St,NYC,WA,17492,USA,2024-12-01 20:49:37,2024-12-01 20:49:37
ORD-00043,CUST-1040,PROD-113,2024-07-13,2024-07-13 10:52:43,1,454.72,0,COMPLETED,CREDIT_CARD,7719 Pine St,Houston,NY,89415,USA,2024-07-13 10:52:43,2024-07-13 10:52:43
ORD-00044,CUST-1027,PROD-104,2024-03-18,2024-03-18 14:44:13,14,1818.12,0,COMPLETED,GIFT_CARD,5763 Pine St,San Antonio,AZ,77033,USA,2024-03-18 14:44:13,2024-03-18 14:44:13
ORD-00045,CUST-1022,PROD-113,2024-10-06,2024-10-06 13:43:49,12,1103.07,0,RETURNED,PAYPAL,932 Main St,NYC,MA,46265,USA,2024-10-06 13:43:49,2024-10-06 13:43:49
ORD-00046,CUST-1060,PROD-126,2024-05-20,2024-05-20 12:07:36,9,603.53,0,CANCELLED,GIFT_CARD,4626 Elm St,Houston,GA,45018,USA,2024-05-20 12:07:36,2024-05-20 12:07:36
ORD-00047,CUST-1060,PROD-116,2024-10-14,2024-10-14 19:17:08,3,330.01,0,COMPLETED,GIFT_CARD,4626 Elm St,Houston,GA,45018,USA,2024-10-14 19:17:08,2024-10-14 19:17:08
ORD-00048,CUST-1031,PROD-127,2024-02-21,2024-02-21 18:49:08,7,1575.04,0,COMPLETED,GIFT_CARD,500 Main St,Dallas,CO,90120,USA,2024-02-21 18:49:08,2024-02-21 18:49:08
ORD-00049,CUST-1042,PROD-135,2024-01-31,2024-01-31 22:49:05,4,1084.69,0,CANCELLED,GIFT_CARD,307 Elm St,San Antonio,CA,66822,USA,2024-01-31 22:49:05,2024-01-31 22:49:05
ORD-00050,CUST-1003,PROD-101,2024-07-22,2024-07-22 20:31:11,3,1967.49,0,RETURNED,PAYPAL,5735 Pine St,Austin,CO,80284,USA,2024-07-22 20:31:11,2024-07-22 20:31:11
ORD-00051,CUST-1022,PROD-133,2024-05-25,2024-05-25 15:41:34,5,1185.54,0,SHIPPED,APPLE_PAY,932 Main St,NYC,MA,46265,USA,2024-05-25 15:41:34,2024-05-25 15:41:34
ORD-00052,CUST-1042,PROD-137,2024-05-11,2024-05-11 19:11:00,9,1068.82,0,RETURNED,PAYPAL,307 Elm St,San Antonio,CA,66822,USA,2024-05-11 19:11:00,2024-05-11 19:11:00
ORD-00053,CUST-1060,PROD-122,2024-05-07,2024-05-07 08:16:24,6,785.78,0,COMPLETED,APPLE_PAY,4626 Elm St,Houston,GA,45018,USA,2024-05-07 08:16:24,2024-05-07 08:16:24
ORD-00054,CUST-1060,PROD-140,2024-12-26,2024-12-26 20:19:44,11,1349.73,0,COMPLETED,PAYPAL,4626 Elm St,Houston,GA,45018,USA,2024-12-26 20:19:44,2024-12-26 20:19:44
ORD-00055,CUST-1052,PROD-134,2024-12-06,2024-12-06 21:13:48,4,662.84,0,COMPLETED,GIFT_CARD,4820 Pine St,NYC,CO,19329,USA,2024-12-06 21:13:48,2024-12-06 21:13:48
ORD-00056,CUST-1024,PROD-137,2024-02-09,2024-02-09 22:36:07,6,1191.45,0,COMPLETED,GIFT_CARD,4188 Main St,Houston,GA,63264,USA,2024-02-09 22:36:07,2024-02-09 22:36:07
ORD-00057,CUST-1038,PROD-109,2024-09-07,2024-09-07 09:57:32,10,1427.58,0,COMPLETED,CREDIT_CARD,6311 Pine St,Dallas,CO,52840,USA,2024-09-07 09:57:32,2024-09-07 09:57:32
ORD-00058,CUST-1003,PROD-131,2024-08-04,2024-08-04 13:44:04,1,201.87,0,SHIPPED,CREDIT_CARD,5735 Pine St,Austin,CO,80284,USA,2024-08-04 13:44:04,2024-08-04 13:44:04
ORD-00059,CUST-1009,PROD-125,2024-11-24,2024-11-24 19:41:26,10,858.26,0,COMPLETED,APPLE_PAY,8417 Oak St,Dallas,WA,31174,USA,2024-11-24 19:41:26,2024-11-24 19:41:26
ORD-00060,CUST-1030,PROD-116,2024-12-10,2024-12-10 19:34:27,4,141.59,0,SHIPPED,APPLE_PAY,8475 Elm St,NYC,NY,96356,USA,2024-12-10 19:34:27,2024-12-10 19:34:27
ORD-00061,CUST-1040,PROD-129,2024-01-09,2024-01-09 11:13:04,1,261.96,0,COMPLETED,GIFT_CARD,7719 Pine St,Houston,NY,89415,USA,2024-01-09 11:13:04,2024-01-09 11:13:04
ORD-00062,CUST-1029,PROD-115,2024-04-29,2024-04-29 16:13:48,8,652.62,0,COMPLETED,DEBIT_CARD,2951 Pine St,San Antonio,GA,10053,USA,2024-04-29 16:13:48,2024-04-29 16:13:48
ORD-00063,CUST-1057,PROD-123,2024-03-30,2024-03-30 18:43:27,4,1137.16,0,SHIPPED,APPLE_PAY,6870 Main St,Dallas,GA,57419,USA,2024-03-30 18:43:27,2024-03-30 18:43:27
ORD-00064,CUST-1021,PROD-135,2024-12-22,2024-12-22 14:26:09,5,801.72,0,COMPLETED,APPLE_PAY,1991 Main St,NYC,GA,30374,USA,2024-12-22 14:26:09,2024-12-22 14:26:09
ORD-00065,CUST-1010,PROD-125,2024-08-25,2024-08-25 22:03:35,7,592.65,0,COMPLETED,APPLE_PAY,9395 Main St,Austin,CO,19071,USA,2024-08-25 22:03:35,2024-08-25 22:03:35
ORD-00066,CUST-1006,PROD-139,2024-10-01,2024-10-01 19:53:12,7,992.21,0,COMPLETED,PAYPAL,9392 Pine St,Dallas,CO,61856,USA,2024-10-01 19:53:12,2024-10-01 19:53:12
ORD-00067,CUST-1049,PROD-116,2024-09-02,2024-09-02 22:15:44,14,1065.48,0,PROCESSING,DEBIT_CARD,6665 Elm St,Austin,AZ,92502,USA,2024-09-02 22:15:44,2024-09-02 22:15:44
ORD-00068,CUST-1052,PROD-127,2024-08-28,2024-08-28 20:53:20,7,948.76,0,COMPLETED,PAYPAL,4820 Pine St,NYC,CO,19329,USA,2024-08-28 20:53:20,2024-08-28 20:53:20
ORD-00069,CUST-1015,PROD-117,2024-07-13,2024-07-13 17:53:15,9,771.65,0,COMPLETED,GIFT_CARD,1335 Elm St,Los Angeles,CA,16630,USA,2024-07-13 17:53:15,2024-07-13 17:53:15
ORD-00070,CUST-1042,PROD-127,2024-01-31,2024-01-31 16:02:53,2,1263.84,0,COMPLETED,CREDIT_CARD,307 Elm St,San Antonio,CA,66822,USA,2024-01-31 16:02:53,2024-01-31 16:02:53
ORD-00071,CUST-1015,PROD-124,2024-02-04,2024-02-04 19:09:00,14,676.54,0,COMPLETED,GIFT_CARD,1335 Elm St,Los Angeles,CA,16630,USA,2024-02-04 19:09:00,2024-02-04 19:09:00
ORD-00072,CUST-1044,PROD-116,2024-08-08,2024-08-08 20:58:11,6,793.97,0,COMPLETED,CREDIT_CARD,4332 Pine St,Houston,AZ,46211,USA,2024-08-08 20:58:11,2024-08-08 20:58:11
ORD-00073,CUST-1006,PROD-106,2024-07-10,2024-07-10 14:29:36,10,1337.95,0,COMPLETED,DEBIT_CARD,9392 Pine St,Dallas,CO,61856,USA,2024-07-10 14:29:36,2024-07-10 14:29:36
ORD-00074,CUST-1042,PROD-114,2024-06-18,2024-06-18 17:54:06,7,1303.47,0,SHIPPED,CREDIT_CARD,307 Elm St,San Antonio,CA,66822,USA,2024-06-18 17:54:06,2024-06-18 17:54:06
ORD-00075,CUST-1037,PROD-138,2024-12-02,2024-12-02 08:11:59,7,677.95,0,COMPLETED,CREDIT_CARD,2804 Elm St,Dallas,AZ,80008,USA,2024-12-02 08:11:59,2024-12-02 08:11:59
ORD-00076,CUST-1054,PROD-106,2024-07-18,2024-07-18 18:57:34,4,672.14,0,COMPLETED,APPLE_PAY,7272 Main St,Los Angeles,TX,66626,USA,2024-07-18 18:57:34,2024-07-18 18:57:34
ORD-00077,CUST-1050,PROD-129,2024-11-10,2024-11-10 17:25:49,11,1112.72,0,COMPLETED,CREDIT_CARD,8661 Elm St,San Antonio,CO,48974,USA,2024-11-10 17:25:49,2024-11-10 17:25:49
ORD-00078,CUST-1052,PROD-110,2024-05-06,2024-05-06 19:04:05,12,578.05,0,COMPLETED,DEBIT_CARD,4820 Pine St,NYC,CO,19329,USA,2024-05-06 19:04:05,2024-05-06 19:04:05
ORD-00079,CUST-1036,PROD-139,2024-09-19,2024-09-19 14:06:01,3,1434.27,0,COMPLETED,PAYPAL,4992 Elm St,San Antonio,GA,81582,USA,2024-09-19 14:06:01,2024-09-19 14:06:01
ORD-00080,CUST-1001,PROD-137,2024-05-29,2024-05-29 14:24:49,4,434.25,0,COMPLETED,GIFT_CARD,1779 Main St,Los Angeles,MA,14165,USA,2024-05-29 14:24:49,2024-05-29 14:24:49
ORD-00081,CUST-1032,PROD-131,2024-03-15,2024-03-15 09:10:27,9,1288.14,0,COMPLETED,APPLE_PAY,2517 Main St,Austin,MA,38683,USA,2024-03-15 09:10:27,2024-03-15 09:10:27
ORD-00082,CUST-1009,PROD-129,2024-06-04,2024-06-04 08:25:21,6,931.73,0,PROCESSING,APPLE_PAY,8417 Oak St,Dallas,WA,31174,USA,2024-06-04 08:25:21,2024-06-04 08:25:21
ORD-00083,CUST-1021,PROD-121,2024-05-29,2024-05-29 19:44:40,7,1046.41,0,COMPLETED,GIFT_CARD,1991 Main St,NYC,GA,30374,USA,2024-05-29 19:44:40,2024-05-29 19:44:40
ORD-00084,CUST-1060,PROD-130,2024-10-15,2024-10-15 11:37:34,2,145.94,0,COMPLETED,GIFT_CARD,4626 Elm St,Houston,GA,45018,USA,2024-10-15 11:37:34,2024-10-15 11:37:34
ORD-00085,CUST-1019,PROD-120,2024-12-20,2024-12-20 09:52:54,7,831.8,0,COMPLETED,APPLE_PAY,6584 Oak St,NYC,IL,69929,USA,2024-12-20 09:52:54,2024-12-20 09:52:54
ORD-00086,CUST-1005,PROD-135,2024-08-17,2024-08-17 17:30:37,11,905.96,0,COMPLETED,GIFT_CARD,8851 Oak St,Dallas,CO,59735,USA,2024-08-17 17:30:37,2024-08-17 17:30:37
ORD-00087,CUST-1028,PROD-129,2024-02-24,2024-02-24 08:06:16,6,552.08,0,COMPLETED,GIFT_CARD,5509 Pine St,NYC,CA,49363,USA,2024-02-24 08:06:16,2024-02-24 08:06:16
ORD-00088,CUST-1002,PROD-123,2024-09-04,2024-09-04 09:18:26,5,881.51,0,COMPLETED,CREDIT_CARD,7459 Pine St,Austin,NY,65392,USA,2024-09-04 09:18:26,2024-09-04 09:18:26
ORD-00089,CUST-1023,PROD-105,2024-08-31,2024-08-31 09:28:46,4,800.17,0,RETURNED,APPLE_PAY,1932 Main St,NYC,NY,81511,USA,2024-08-31 09:28:46,2024-08-31 09:28:46
ORD-00090,CUST-1034,PROD-115,2024-03-30,2024-03-30 16:10:21,12,1027.49,0,SHIPPED,APPLE_PAY,1369 Pine St,Dallas,IL,54020,USA,2024-03-30 16:10:21,2024-03-30 16:10:21
ORD-00091,CUST-1052,PROD-121,2024-02-02,2024-02-02 17:06:51,8,627.77,0,SHIPPED,DEBIT_CARD,4820 Pine St,NYC,CO,19329,USA,2024-02-02 17:06:51,2024-02-02 17:06:51
ORD-00092,CUST-1023,PROD-109,2024-06-29,2024-06-29 21:29:39,3,2216.9,0,COMPLETED,PAYPAL,1932 Main St,NYC,NY,81511,USA,2024-06-29 21:29:39,2024-06-29 21:29:39
ORD-00093,CUST-1012,PROD-137,2024-07-10,2024-07-10 19:09:32,6,826.83,0,COMPLETED,APPLE_PAY,217 Main St,NYC,TX,40007,USA,2024-07-10 19:09:32,2024-07-10 19:09:32
ORD-00094,CUST-1032,PROD-123,2024-05-27,2024-05-27 10:11:20,1,284.29,0,COMPLETED,GIFT_CARD,2517 Main St,Austin,MA,38683,USA,2024-05-27 10:11:20,2024-05-27 10:11:20
ORD-00095,CUST-1013,PROD-127,2024-07-15,2024-07-15 16:32:41,10,1381.8,0,COMPLETED,APPLE_PAY,9455 Elm St,Dallas,CO,63354,USA,2024-07-15 16:32:41,2024-07-15 16:32:41
ORD-00096,CUST-1008,PROD-129,2024-10-20,2024-10-20 09:17:49,2,527.42,0,SHIPPED,PAYPAL,1976 Pine St,NYC,WA,24621,USA,2024-10-20 09:17:49,2024-10-20 09:17:49
ORD-00097,CUST-1007,PROD-123,2024-11-30,2024-11-30 20:15:19,6,483.22,0,COMPLETED,APPLE_PAY,2366 Elm St,Austin,TX,24371,USA,2024-11-30 20:15:19,2024-11-30 20:15:19
ORD-00098,CUST-1040,PROD-104,2024-11-19,2024-11-19 14:10:39,5,1082.22,0,COMPLETED,DEBIT_CARD,7719 Pine St,Houston,NY,89415,USA,2024-11-19 14:10:39,2024-11-19 14:10:39
ORD-00099,CUST-1046,PROD-127,2024-05-29,2024-05-29 12:36:17,5,1485.35,0,SHIPPED,CREDIT_CARD,5864 Elm St,Houston,IL,42951,USA,2024-05-29 12:36:17,2024-05-29 12:36:17
ORD-00100,CUST-1009,PROD-110,2024-05-07,2024-05-07 10:45:20,11,995.22,0,COMPLETED,APPLE_PAY,8417 Oak St,Dallas,WA,31174,USA,2024-05-07 10:45:20,2024-05-07 10:45:20
ORD-00101,CUST-1032,PROD-123,2024-06-16,2024-06-16 17:00:55,10,1252.22,0,RETURNED,CREDIT_CARD,2517 Main St,Austin,MA,38683,USA,2024-06-16 17:00:55,2024-06-16 17:00:55
ORD-00102,CUST-1055,PROD-107,2024-09-05,2024-09-05 20:21:57,4,181.51,0,CANCELLED,CREDIT_CARD,8602 Elm St,Houston,NY,86720,USA,2024-09-05 20:21:57,2024-09-05 20:21:57
ORD-00103,CUST-1011,PROD-111,2024-08-13,2024-08-13 15:00:27,7,1166.42,0,COMPLETED,DEBIT_CARD,5207 Elm St,NYC,WA,67422,USA,2024-08-13 15:00:27,2024-08-13 15:00:27
ORD-00104,CUST-1006,PROD-138,2024-12-26,2024-12-26 09:00:13,5,550.48,0,COMPLETED,CREDIT_CARD,9392 Pine St,Dallas,CO,61856,USA,2024-12-26 09:00:13,2024-12-26 09:00:13
ORD-00105,CUST-1028,PROD-107,2024-12-21,2024-12-21 10:30:04,1,52.73,0,COMPLETED,APPLE_PAY,5509 Pine St,NYC,CA,49363,USA,2024-12-21 10:30:04,2024-12-21 10:30:04
ORD-00106,CUST-1057,PROD-134,2024-06-02,2024-06-02 10:24:49,1,165.71,0,COMPLETED,DEBIT_CARD,6870 Main St,Dallas,GA,57419,USA,2024-06-02 10:24:49,2024-06-02 10:24:49
ORD-00107,CUST-1011,PROD-140,2024-08-13,2024-08-13 13:46:13,11,882.37,0,CANCELLED,DEBIT_CARD,5207 Elm St,NYC,WA,67422,USA,2024-08-13 13:46:13,2024-08-13 13:46:13
ORD-00108,CUST-1016,PROD-120,2024-10-10,2024-10-10 17:38:46,2,910.16,0,PROCESSING,PAYPAL,2797 Elm St,Austin,MA,44760,USA,2024-10-10 17:38:46,2024-10-10 17:38:46
ORD-00109,CUST-1033,PROD-132,2024-04-06,2024-04-06 19:25:18,2,336.06,0,CANCELLED,CREDIT_CARD,7351 Elm St,Los Angeles,CO,30861,USA,2024-04-06 19:25:18,2024-04-06 19:25:18
ORD-00110,CUST-1001,PROD-124,2024-07-03,2024-07-03 22:20:08,12,968.13,0,COMPLETED,GIFT_CARD,1779 Main St,Los Angeles,MA,14165,USA,2024-07-03 22:20:08,2024-07-03 22:20:08
ORD-00111,CUST-1026,PROD-106,2024-02-12,2024-02-12 18:34:34,8,1449.6,0,PROCESSING,DEBIT_CARD,6628 Pine St,Houston,CA,46585,USA,2024-02-12 18:34:34,2024-02-12 18:34:34
ORD-00112,CUST-1049,PROD-104,2024-11-28,2024-11-28 18:41:04,2,306.03,0,COMPLETED,APPLE_PAY,6665 Elm St,Austin,AZ,92502,USA,2024-11-28 18:41:04,2024-11-28 18:41:04
ORD-00113,CUST-1039,PROD-101,2024-01-29,2024-01-29 12:42:47,2,1311.66,0,CANCELLED,DEBIT_CARD,3773 Main St,NYC,TX,14067,USA,2024-01-29 12:42:47,2024-01-29 12:42:47
ORD-00114,CUST-1011,PROD-124,2024-09-11,2024-09-11 13:33:33,4,424.21,0,RETURNED,PAYPAL,5207 Elm St,NYC,WA,67422,USA,2024-09-11 13:33:33,2024-09-11 13:33:33
ORD-00115,CUST-1052,PROD-132,2024-08-07,2024-08-07 12:33:04,4,1524.72,0,COMPLETED,GIFT_CARD,4820 Pine St,NYC,CO,19329,USA,2024-08-07 12:33:04,2024-08-07 12:33:04
ORD-00116,CUST-1004,PROD-107,2024-09-12,2024-09-12 21:36:10,5,377.37,0,COMPLETED,DEBIT_CARD,4841 Main St,Dallas,CA,59823,USA,2024-09-12 21:36:10,2024-09-12 21:36:10
ORD-00117,CUST-1059,PROD-115,2024-03-17,2024-03-17 10:59:54,8,559.22,0,COMPLETED,GIFT_CARD,8265 Pine St,Los Angeles,IL,64459,USA,2024-03-17 10:59:54,2024-03-17 10:59:54
ORD-00118,CUST-1005,PROD-136,2024-08-26,2024-08-26 21:18:49,4,2157.29,0,COMPLETED,PAYPAL,8851 Oak St,Dallas,CO,59735,USA,2024-08-26 21:18:49,2024-08-26 21:18:49
ORD-00119,CUST-1037,PROD-113,2024-06-04,2024-06-04 19:39:15,4,286.73,0,COMPLETED,PAYPAL,2804 Elm St,Dallas,AZ,80008,USA,2024-06-04 19:39:15,2024-06-04 19:39:15
ORD-00120,CUST-1025,PROD-104,2024-06-06,2024-06-06 09:13:33,9,639.24,0,COMPLETED,APPLE_PAY,4471 Oak St,NYC,CA,60140,USA,2024-06-06 09:13:33,2024-06-06 09:13:33
ORD-00121,CUST-1033,PROD-128,2024-03-09,2024-03-09 18:52:25,2,456.65,0,COMPLETED,GIFT_CARD,7351 Elm St,Los Angeles,CO,30861,USA,2024-03-09 18:52:25,2024-03-09 18:52:25
ORD-00122,CUST-1021,PROD-118,2024-07-20,2024-07-20 19:53:47,8,1180.34,0,COMPLETED,PAYPAL,1991 Main St,NYC,GA,30374,USA,2024-07-20 19:53:47,2024-07-20 19:53:47
ORD-00123,CUST-1050,PROD-111,2024-04-16,2024-04-16 15:19:29,3,2493.36,0,COMPLETED,CREDIT_CARD,8661 Elm St,San Antonio,CO,48974,USA,2024-04-16 15:19:29,2024-04-16 15:19:29
